Type,Product,Started Date,Completed Date,Description,Amount,Fee,Currency,State,Balance
Transfer,Current,2025-06-10 09:30:00,2025-06-10 10:02:17,To General Medical C,-46.30,0.00,GBP,COMPLETED,1108.39
Card Payment,Current,2025-06-10 20:25:07,2025-06-11 11:44:16,LUKOIL,-23.01,0.00,GBP,COMPLETED,1055.58
Card Payment,Current,2025-06-11 15:47:52,2025-06-12 14:57:37,Bayrak Doo,-5.47,0.00,GBP,COMPLETED,1050.11
Card Payment,Current,2025-06-11 22:46:08,2025-06-13 15:55:21,Vip Catering,-2.78,0.00,GBP,COMPLETED,993.37
Card Payment,Current,2025-06-12 08:15:32,2025-06-13 15:55:21,Payspot M Cafe Aeorodr,-5.12,0.00,GBP,COMPLETED,988.25
Card Payment,Current,2025-06-12 08:56:55,2025-06-13 16:24:44,Main Shop,-60.25,0.00,GBP,COMPLETED,928.00
Card Payment,Current,2025-06-12 13:50:10,2025-06-13 09:24:15,Trainline,-15.45,0.00,GBP,COMPLETED,1030.91
Card Payment,Current,2025-06-12 15:20:04,2025-06-13 09:22:26,Sainsbury's,-3.75,0.00,GBP,COMPLETED,1046.36
Card Payment,Current,2025-06-12 21:50:01,2025-06-14 12:50:38,Uber Eats,-10.42,0.00,GBP,COMPLETED,890.69
Card Payment,Current,2025-06-13 00:59:59,2025-06-14 12:03:30,Transport for London,-4.90,0.00,GBP,COMPLETED,901.11
Card Payment,Current,2025-06-13 09:18:30,2025-06-14 08:56:37,Whipps Cross University Hospital,-5.31,0.00,GBP,COMPLETED,918.94
Card Payment,Current,2025-06-13 09:44:19,2025-06-14 08:56:37,Whipps Cross University Hospital,-3.90,0.00,GBP,COMPLETED,915.04
Card Payment,Current,2025-06-13 15:05:02,2025-06-14 08:56:38,Whipps Cross University Hospital,-6.74,0.00,GBP,COMPLETED,906.01
Card Payment,Current,2025-06-13 15:51:16,2025-06-14 08:56:38,Elior,-2.29,0.00,GBP,COMPLETED,912.75
ATM,Current,2025-06-13 20:20:50,2025-06-15 11:26:06,Cash withdrawal at 666 High St,-30.00,0.00,GBP,COMPLETED,827.46
Card Payment,Current,2025-06-13 20:24:53,2025-06-14 08:55:49,Sainsbury's,-3.75,0.00,GBP,COMPLETED,924.25
Card Payment,Current,2025-06-14 07:30:08,2025-06-15 08:45:40,Whipps Cross University Hospital,-5.31,0.00,GBP,COMPLETED,870.39
Card Payment,Current,2025-06-14 07:49:36,2025-06-15 08:45:40,Whipps Cross University Hospital,-3.90,0.00,GBP,COMPLETED,859.75
Card Payment,Current,2025-06-14 14:24:02,2025-06-15 08:45:40,Whipps Cross University Hospital,-6.74,0.00,GBP,COMPLETED,863.65
Card Payment,Current,2025-06-14 15:11:13,2025-06-15 08:45:40,Elior,-2.29,0.00,GBP,COMPLETED,857.46
Card Payment,Current,2025-06-14 20:40:21,2025-06-16 13:04:19,Uber Eats,-18.08,0.00,GBP,COMPLETED,466.36
Charge,Current,2025-06-15 02:31:03,2025-06-15 02:31:03,Metal plan fee,0.00,14.99,GBP,COMPLETED,875.70
Card Payment,Current,2025-06-15 07:32:39,2025-06-16 08:27:15,Whipps Cross University Hospital,-5.31,0.00,GBP,COMPLETED,497.37
Card Payment,Current,2025-06-15 07:51:27,2025-06-16 08:27:15,Whipps Cross University Hospital,-3.90,0.00,GBP,COMPLETED,486.73
Card Payment,Current,2025-06-15 14:56:34,2025-06-16 08:27:15,Whipps Cross University Hospital,-6.74,0.00,GBP,COMPLETED,490.63
Card Payment,Current,2025-06-15 15:35:00,2025-06-16 08:27:15,Elior,-2.29,0.00,GBP,COMPLETED,484.44
Transfer,Current,2025-06-15 21:04:31,2025-06-15 21:04:33,To Jil Varghese,-324.78,0.00,GBP,COMPLETED,502.68
Card Payment,Current,2025-06-16 16:02:04,2025-06-18 13:07:22,Uber Eats,-16.82,0.00,GBP,COMPLETED,366.58
Exchange,Current,2025-06-16 16:02:05,2025-06-16 16:02:05,Transfer to Revolut Ltd,-0.18,0.00,GBP,COMPLETED,466.18
Exchange,Current,2025-06-17 00:55:00,2025-06-17 00:55:00,Transfer to Revolut Ltd,-0.32,0.00,GBP,COMPLETED,465.86
Card Payment,Current,2025-06-17 00:55:00,2025-06-17 13:11:32,McDonald's,-12.68,0.00,GBP,COMPLETED,453.18
Card Payment,Current,2025-06-17 14:29:08,2025-06-18 12:21:21,Transport for London,-10.30,0.00,GBP,COMPLETED,382.38
Exchange,Current,2025-06-17 14:29:09,2025-06-17 14:29:09,Transfer to Revolut Ltd,-0.50,0.00,GBP,COMPLETED,452.68
Card Payment,Current,2025-06-17 15:42:07,2025-06-18 02:09:28,Epic,-11.28,0.00,GBP,COMPLETED,438.13
Exchange,Current,2025-06-17 15:42:08,2025-06-17 15:42:08,Transfer to Revolut Ltd,-0.72,0.00,GBP,COMPLETED,451.96
Card Payment,Current,2025-06-17 16:28:01,2025-06-18 04:44:46,Boots,-25.11,0.00,GBP,COMPLETED,413.02
Exchange,Current,2025-06-17 16:28:02,2025-06-17 16:28:02,Transfer to Revolut Ltd,-0.89,0.00,GBP,COMPLETED,451.07
Card Payment,Current,2025-06-17 16:45:34,2025-06-18 08:32:28,Marks & Spencer,-4.85,0.00,GBP,COMPLETED,404.17
Exchange,Current,2025-06-17 16:45:35,2025-06-17 16:45:35,Transfer to Revolut Ltd,-0.15,0.00,GBP,COMPLETED,450.92
Exchange,Current,2025-06-17 20:19:56,2025-06-17 20:19:56,Transfer to Revolut Ltd,-0.51,0.00,GBP,COMPLETED,450.41
Card Payment,Current,2025-06-17 20:19:56,2025-06-18 11:49:38,Smoke And Pepper Gants,-11.49,0.00,GBP,COMPLETED,392.68
Card Payment,Current,2025-06-17 20:23:37,2025-06-18 08:29:41,Sainsbury's,-4.00,0.00,GBP,COMPLETED,409.02
Exchange,Current,2025-06-17 20:23:38,2025-06-17 20:23:38,Transfer to Revolut Ltd,-1.00,0.00,GBP,COMPLETED,449.41
Transfer,Current,2025-06-18 12:25:23,2025-06-18 12:25:23,To GBP,1.02,0.00,GBP,COMPLETED,383.40
Exchange,Current,2025-06-18 14:00:57,2025-06-18 14:00:57,Transfer to Revolut Ltd,-0.51,0.00,GBP,COMPLETED,366.07
Card Payment,Current,2025-06-18 14:00:57,2025-06-19 08:48:18,Whipps Cross University Hospital,-5.49,0.00,GBP,COMPLETED,357.36
Card Payment,Current,2025-06-18 14:29:30,2025-06-19 08:48:17,Elior,-2.29,0.00,GBP,COMPLETED,362.85
Exchange,Current,2025-06-18 14:29:31,2025-06-18 14:29:31,Transfer to Revolut Ltd,-0.71,0.00,GBP,COMPLETED,365.36
Exchange,Current,2025-06-18 20:59:41,2025-06-18 20:59:41,Transfer to Revolut Ltd,-0.22,0.00,GBP,COMPLETED,365.14
Card Payment,Current,2025-06-18 20:59:41,2025-06-20 13:59:25,Uber Eats,-16.78,0.00,GBP,COMPLETED,333.07
Exchange,Current,2025-06-19 17:16:33,2025-06-19 17:16:33,Transfer to Revolut Ltd,-1.00,0.00,GBP,COMPLETED,356.36
Card Payment,Current,2025-06-19 17:16:33,2025-06-20 09:19:24,Marks & Spencer,-6.00,0.00,GBP,COMPLETED,350.11
Card Payment,Current,2025-06-19 21:59:11,2025-06-21 12:28:08,Uber Eats,-15.85,0.00,GBP,COMPLETED,286.58
Exchange,Current,2025-06-19 21:59:12,2025-06-19 21:59:12,Transfer to Revolut Ltd,-0.15,0.00,GBP,COMPLETED,356.21
Exchange,Current,2025-06-20 07:32:14,2025-06-20 07:32:14,Transfer to Revolut Ltd,-0.10,0.00,GBP,COMPLETED,356.11
Card Payment,Current,2025-06-20 07:32:14,2025-06-21 08:12:36,Whipps Cross University Hospital,-7.90,0.00,GBP,COMPLETED,324.17
Card Payment,Current,2025-06-20 13:57:35,2025-06-21 08:12:38,Whipps Cross University Hospital,-6.74,0.00,GBP,COMPLETED,317.43
Exchange,Current,2025-06-20 13:57:36,2025-06-20 13:57:36,Transfer to Revolut Ltd,-0.26,0.00,GBP,COMPLETED,349.85
Card Payment,Current,2025-06-20 19:39:23,2025-06-21 11:04:42,Philip Morris,-15.00,0.00,GBP,COMPLETED,302.43
Exchange,Current,2025-06-20 19:39:24,2025-06-20 19:39:24,Transfer to Revolut Ltd,-1.00,0.00,GBP,COMPLETED,332.07
Card Payment,Current,2025-06-21 15:04:07,2025-06-22 15:00:31,McDonald's,-7.49,0.00,GBP,COMPLETED,278.26
Exchange,Current,2025-06-21 15:04:08,2025-06-21 15:04:08,Transfer to Revolut Ltd,-0.51,0.00,GBP,COMPLETED,286.07
Card Payment,Current,2025-06-22 11:41:57,2025-06-23 04:36:55,The Raj,-4.68,0.00,GBP,COMPLETED,243.03
Exchange,Current,2025-06-22 11:41:58,2025-06-22 11:41:58,Transfer to Revolut Ltd,-0.32,0.00,GBP,COMPLETED,285.75
Transfer,Current,2025-06-22 15:05:03,2025-06-22 15:05:05,To Jil Varghese,-29.95,0.00,GBP,COMPLETED,248.31
Card Payment,Current,2025-06-22 17:16:55,2025-06-23 10:23:48,Sainsbury's,-7.40,0.00,GBP,COMPLETED,234.78
Exchange,Current,2025-06-22 17:16:56,2025-06-22 17:16:56,Transfer to Revolut Ltd,-0.60,0.00,GBP,COMPLETED,247.71
ATM,Current,2025-06-22 17:19:38,2025-06-23 11:44:24,Cash withdrawal at 666 High Road,-40.00,0.00,GBP,COMPLETED,194.78
Card Payment,Current,2025-06-23 08:28:00,2025-06-24 09:45:26,WHSmith,-6.15,0.00,GBP,COMPLETED,188.41
Exchange,Current,2025-06-23 08:28:19,2025-06-23 08:28:19,Transfer to Revolut Ltd,-0.85,0.00,GBP,COMPLETED,242.18
Card Payment,Current,2025-06-23 21:50:08,2025-06-25 09:24:16,Uber Eats,-16.78,0.00,GBP,COMPLETED,159.57
Exchange,Current,2025-06-23 21:50:09,2025-06-23 21:50:09,Transfer to Revolut Ltd,-0.22,0.00,GBP,COMPLETED,194.56
Card Payment,Current,2025-06-24 00:59:59,2025-06-24 15:06:28,Transport for London,-4.40,0.00,GBP,COMPLETED,184.01
Exchange,Current,2025-06-24 15:06:28,2025-06-24 15:06:28,Transfer to Revolut Ltd,-0.60,0.00,GBP,COMPLETED,183.41
Card Payment,Current,2025-06-24 16:22:26,2025-06-25 05:12:56,The Raj,-5.84,0.00,GBP,COMPLETED,176.35
Exchange,Current,2025-06-24 16:22:27,2025-06-24 16:22:27,Transfer to Revolut Ltd,-0.16,0.00,GBP,COMPLETED,183.25
Exchange,Current,2025-06-24 20:54:53,2025-06-24 20:54:53,Transfer to Revolut Ltd,-0.56,0.00,GBP,COMPLETED,182.69
Card Payment,Current,2025-06-24 20:54:53,2025-06-26 11:42:36,Uber Eats,-16.44,0.00,GBP,COMPLETED,131.66
Card Payment,Current,2025-06-25 04:32:46,2025-06-25 15:50:10,Transport for London,-3.50,0.00,GBP,COMPLETED,155.10
Exchange,Current,2025-06-25 04:32:47,2025-06-25 04:32:47,Transfer to Revolut Ltd,-0.50,0.00,GBP,COMPLETED,182.19
Exchange,Current,2025-06-25 14:52:07,2025-06-25 14:52:07,Transfer to Revolut Ltd,-0.97,0.00,GBP,COMPLETED,158.60
Card Payment,Current,2025-06-25 14:52:07,2025-06-27 11:19:19,Uber Eats,-16.03,0.00,GBP,COMPLETED,2769.78
Exchange,Current,2025-06-25 21:53:38,2025-06-25 21:53:38,Transfer to Revolut Ltd,-0.17,0.00,GBP,COMPLETED,154.93
Card Payment,Current,2025-06-25 21:53:38,2025-06-26 05:53:47,The Raj,-6.83,0.00,GBP,COMPLETED,148.10
Exchange,Current,2025-06-26 12:18:07,2025-06-26 12:18:07,Transfer to Revolut Ltd,-0.98,0.00,GBP,COMPLETED,130.68
Card Payment,Current,2025-06-26 12:18:07,2025-06-27 12:46:50,Uber Eats,-16.02,0.00,GBP,COMPLETED,2751.86
Topup,Current,2025-06-26 17:17:59,2025-06-26 17:17:59,Payment from BARTS HEALTH NHS,3761.13,0.00,GBP,COMPLETED,3891.81
Transfer,Savings,2025-06-26 17:23:18,2025-06-26 17:23:18,To pocket GBP Driving Fund from GBP,100.00,0.00,GBP,COMPLETED,400.00
Transfer,Current,2025-06-26 17:23:18,2025-06-26 17:23:18,To pocket GBP Driving Fund from GBP,-100.00,0.00,GBP,COMPLETED,3791.81
Transfer,Current,2025-06-26 17:23:18,2025-06-26 17:23:19,Depositing savings,-1000.00,0.00,GBP,COMPLETED,2791.81
Card Payment,Current,2025-06-26 21:55:36,2025-06-27 05:25:12,The Raj,-5.08,0.00,GBP,COMPLETED,2785.81
Exchange,Current,2025-06-26 21:55:37,2025-06-26 21:55:37,Transfer to Revolut Ltd,-0.92,0.00,GBP,COMPLETED,2790.89
Card Payment,Current,2025-06-27 11:47:59,2025-06-27 16:50:00,Five Guys,-27.80,0.00,GBP,COMPLETED,2722.55
Exchange,Current,2025-06-27 11:48:00,2025-06-27 11:48:00,Transfer to Revolut Ltd,-0.20,0.00,GBP,COMPLETED,2769.58
Card Payment,Current,2025-06-27 12:31:05,2025-06-30 15:40:21,Railcard,-35.00,0.00,GBP,COMPLETED,2328.09
Exchange,Current,2025-06-27 12:31:06,2025-06-27 12:31:06,Transfer to Revolut Ltd,-1.00,0.00,GBP,COMPLETED,2768.58
Card Payment,Current,2025-06-27 12:38:54,2025-06-28 09:30:30,Trainline,-44.30,0.00,GBP,COMPLETED,2672.24
Exchange,Current,2025-06-27 12:38:55,2025-06-27 12:38:55,Transfer to Revolut Ltd,-0.70,0.00,GBP,COMPLETED,2767.88
Card Payment,Current,2025-06-27 15:16:43,2025-06-28 13:15:37,Bottisham Post Office,-5.99,0.00,GBP,COMPLETED,2660.26
Exchange,Current,2025-06-27 15:16:44,2025-06-27 15:16:44,Transfer to Revolut Ltd,-0.01,0.00,GBP,COMPLETED,2751.85
Exchange,Current,2025-06-27 15:18:54,2025-06-27 15:18:54,Transfer to Revolut Ltd,-1.00,0.00,GBP,COMPLETED,2750.85
Card Payment,Current,2025-06-27 15:18:54,2025-06-28 13:15:38,Bottisham Post Office,-5.00,0.00,GBP,COMPLETED,2655.26
Card Payment,Current,2025-06-27 16:49:10,2025-06-28 02:56:41,The Bell Bottisham,-5.50,0.00,GBP,COMPLETED,2716.54
Exchange,Current,2025-06-27 16:49:11,2025-06-27 16:49:11,Transfer to Revolut Ltd,-0.50,0.00,GBP,COMPLETED,2750.35
Card Payment,Current,2025-06-27 17:29:00,2025-06-28 11:34:47,Tesco,-5.99,0.00,GBP,COMPLETED,2666.25
Exchange,Current,2025-06-27 17:29:01,2025-06-27 17:29:01,Transfer to Revolut Ltd,-0.01,0.00,GBP,COMPLETED,2722.54
Exchange,Current,2025-06-27 19:49:41,2025-06-27 19:49:41,Transfer to Revolut Ltd,-0.50,0.00,GBP,COMPLETED,2722.04
Card Payment,Current,2025-06-27 19:49:41,2025-06-29 15:32:51,Transport for London,-3.10,0.00,GBP,COMPLETED,2567.13
Card Payment,Current,2025-06-28 00:59:59,2025-06-28 13:19:05,Transport for London,-3.10,0.00,GBP,COMPLETED,2652.16
Exchange,Current,2025-06-28 13:19:05,2025-06-28 13:19:05,Transfer to Revolut Ltd,-0.90,0.00,GBP,COMPLETED,2651.26
Card Payment,Current,2025-06-28 14:59:29,2025-06-29 04:49:22,Red Camel,-13.00,0.00,GBP,COMPLETED,2570.81
Exchange,Current,2025-06-28 14:59:30,2025-06-28 14:59:30,Transfer to Revolut Ltd,-1.00,0.00,GBP,COMPLETED,2650.26
Card Payment,Current,2025-06-28 20:20:14,2025-06-29 02:38:45,Sunday Big Easy Cana,-84.60,0.00,GBP,COMPLETED,2606.65
Exchange,Current,2025-06-28 20:20:15,2025-06-28 20:20:15,Transfer to Revolut Ltd,-0.40,0.00,GBP,COMPLETED,2649.86
Topup,Current,2025-06-28 20:57:30,2025-06-28 20:57:30,Payment from MARAYA B,42.55,0.00,GBP,COMPLETED,2692.41
Exchange,Current,2025-06-28 21:19:54,2025-06-28 21:19:54,Transfer to Revolut Ltd,-0.80,0.00,GBP,COMPLETED,2691.61
Card Payment,Current,2025-06-28 21:19:54,2025-06-29 02:41:42,Fairgame,-14.20,0.00,GBP,COMPLETED,2592.45
Card Payment,Current,2025-06-28 22:00:52,2025-06-29 02:41:42,Fairgame,-8.64,0.00,GBP,COMPLETED,2583.81
Exchange,Current,2025-06-28 22:00:53,2025-06-28 22:00:53,Transfer to Revolut Ltd,-0.36,0.00,GBP,COMPLETED,2691.25
Card Payment,Current,2025-06-29 00:59:59,2025-06-29 15:32:53,Transport for London,-5.00,0.00,GBP,COMPLETED,2562.13
Exchange,Current,2025-06-29 14:05:37,2025-06-29 14:05:37,Transfer to Revolut Ltd,-0.58,0.00,GBP,COMPLETED,2570.23
Card Payment,Current,2025-06-29 14:05:37,2025-07-01 11:07:03,Uber Eats,-10.42,0.00,GBP,COMPLETED,2286.85
Exchange,Current,2025-06-29 15:32:53,2025-06-29 15:32:53,Transfer to Revolut Ltd,-1.00,0.00,GBP,COMPLETED,2561.13
Card Payment,Current,2025-06-29 18:27:56,2025-06-30 04:59:18,International Food Centre,-5.87,0.00,GBP,COMPLETED,2455.05
Exchange,Current,2025-06-29 18:27:57,2025-06-29 18:27:57,Transfer to Revolut Ltd,-0.13,0.00,GBP,COMPLETED,2561.00
Card Payment,Current,2025-06-29 18:42:14,,Deliveroo,-21.96,0.00,GBP,REVERTED,
Exchange,Current,2025-06-29 18:42:14,2025-06-29 18:42:14,Transfer to Revolut Ltd,-0.04,0.00,GBP,COMPLETED,2560.96
Exchange,Current,2025-06-29 18:47:30,2025-06-29 18:47:30,Transfer to Revolut Ltd,-0.04,0.00,GBP,COMPLETED,2560.92
Card Payment,Current,2025-06-29 18:47:30,2025-06-30 05:00:45,Deliveroo,-21.96,0.00,GBP,COMPLETED,2433.09
Transfer,Current,2025-06-29 21:21:05,2025-06-29 21:21:07,To Kochans Ltd,-100.00,0.00,GBP,COMPLETED,2460.92
Card Payment,Current,2025-06-29 22:11:36,2025-06-30 12:07:09,Argos,-70.00,0.00,GBP,COMPLETED,2363.09
Card Payment,Current,2025-06-30 00:59:59,2025-06-30 16:02:57,Transport for London,-4.85,0.00,GBP,COMPLETED,2323.24
Card Payment,Current,2025-06-30 13:25:42,2025-07-01 09:00:58,Whipps Cross University Hospital,-6.74,0.00,GBP,COMPLETED,2314.21
Card Payment,Current,2025-06-30 13:48:23,2025-07-01 09:00:57,Elior,-2.29,0.00,GBP,COMPLETED,2320.95
Card Payment,Current,2025-06-30 20:40:12,2025-07-01 09:03:54,Deliveroo,-16.94,0.00,GBP,COMPLETED,2297.27
Card Payment,Current,2025-07-01 14:10:21,2025-07-02 08:41:50,Whipps Cross University Hospital,-6.74,0.00,GBP,COMPLETED,2280.11
Card Payment,Current,2025-07-01 14:28:55,2025-07-02 08:41:50,Elior,-2.29,0.00,GBP,COMPLETED,2277.82
Card Payment,Current,2025-07-01 20:33:01,2025-07-02 08:44:31,Deliveroo,-14.19,0.00,GBP,COMPLETED,2263.63
Card Payment,Current,2025-07-02 11:32:40,2025-07-03 04:57:22,KFC,-8.99,0.00,GBP,COMPLETED,2254.64
Card Payment,Current,2025-07-02 18:53:22,2025-07-03 08:44:42,Whipps Cross University Hospital,-6.74,0.00,GBP,COMPLETED,2247.90
Card Payment,Current,2025-07-02 19:17:38,2025-07-03 08:44:42,Elior,-2.29,0.00,GBP,COMPLETED,2245.61
Card Payment,Current,2025-07-03 04:50:29,2025-07-03 16:51:55,Transport for London,-4.20,0.00,GBP,COMPLETED,2241.41
Card Payment,Current,2025-07-03 11:23:46,2025-07-04 11:47:52,Deliveroo,-13.48,0.00,GBP,COMPLETED,2227.93
Card Payment,Current,2025-07-03 13:27:00,2025-07-04 12:22:41,Sainsbury's,-3.95,0.00,GBP,COMPLETED,2223.98
Card Payment,Current,2025-07-03 19:50:26,2025-07-15 03:11:51,Cauli,-1.00,0.00,GBP,COMPLETED,1275.08
Card Payment,Current,2025-07-03 19:51:45,2025-07-04 12:23:48,Whipps Cross University Hospital,-6.74,0.00,GBP,COMPLETED,2217.24
Card Payment,Current,2025-07-04 00:29:00,,ORACLE,-0.80,0.00,GBP,REVERTED,
Card Payment,Current,2025-07-04 18:35:40,2025-07-05 08:32:39,Whipps Cross University Hospital,-6.74,0.00,GBP,COMPLETED,2210.50
Card Payment,Current,2025-07-04 18:59:43,2025-07-05 08:32:41,Elior,-2.29,0.00,GBP,COMPLETED,2208.21
Card Payment,Current,2025-07-04 23:31:43,2025-07-05 11:46:03,Deliveroo,-13.96,0.00,GBP,COMPLETED,2194.25
Topup,Current,2025-07-05 14:57:40,2025-07-05 14:57:40,Payment from PEERR LTD,350.00,0.00,GBP,COMPLETED,2544.25
Card Payment,Current,2025-07-05 15:09:12,2025-07-06 02:42:12,Deliveroo,-10.13,0.00,GBP,COMPLETED,2522.12
Card Payment,Current,2025-07-05 21:49:50,2025-07-06 05:39:00,The Raj,-5.30,0.00,GBP,COMPLETED,2516.82
Rev Payment,Current,2025-07-06 00:31:51,2025-07-06 00:31:51,LYCAMOBILE UK LIMITED*London,-12.00,0.00,GBP,COMPLETED,2532.25
Card Payment,Current,2025-07-06 02:13:37,2025-07-06 15:19:03,Deliveroo,-17.29,0.00,GBP,COMPLETED,2499.53
Card Payment,Current,2025-07-06 22:12:53,2025-07-07 08:58:30,Deliveroo,-23.31,0.00,GBP,COMPLETED,2476.22
Transfer,Current,2025-07-07 09:30:00,2025-07-07 10:04:04,To General Medical C,-46.30,0.00,GBP,COMPLETED,2429.92
Card Payment,Current,2025-07-07 13:41:26,2025-07-08 08:35:29,Whipps Cross University Hospital,-6.74,0.00,GBP,COMPLETED,2312.46
Card Payment,Current,2025-07-07 13:55:34,2025-07-08 08:35:28,Elior,-1.99,0.00,GBP,COMPLETED,2321.19
Card Payment,Current,2025-07-07 18:39:15,2025-07-08 08:35:28,Whipps Cross University Hospital,-6.74,0.00,GBP,COMPLETED,2323.18
Card Payment,Current,2025-07-07 19:09:51,2025-07-08 08:35:28,Elior,-1.99,0.00,GBP,COMPLETED,2319.20
Card Payment,Current,2025-07-07 22:11:00,2025-07-08 13:04:17,Glade Food & Wines,-25.50,0.00,GBP,COMPLETED,2255.96
Transfer,Current,2025-07-07 22:23:07,2025-07-07 22:23:09,To Kukisa Ltd,-100.00,0.00,GBP,COMPLETED,2329.92
Transfer,Current,2025-07-08 09:30:00,2025-07-08 10:01:19,To Bma Association,-31.00,0.00,GBP,COMPLETED,2281.46
Card Payment,Current,2025-07-08 13:29:08,2025-07-09 08:20:47,Whipps Cross University Hospital,-5.49,0.00,GBP,COMPLETED,2241.89
Card Payment,Current,2025-07-08 13:48:54,2025-07-09 08:20:47,Elior,-1.99,0.00,GBP,COMPLETED,2247.38
Card Payment,Current,2025-07-08 19:03:12,2025-07-09 08:20:47,Whipps Cross University Hospital,-6.59,0.00,GBP,COMPLETED,2249.37
Card Payment,Current,2025-07-08 23:20:22,2025-07-09 11:19:30,Trainline,-94.39,0.00,GBP,COMPLETED,2147.50
Card Payment,Current,2025-07-08 23:40:46,2025-07-09 13:23:12,Deliveroo,-13.48,0.00,GBP,COMPLETED,1184.02
Card Payment,Current,2025-07-09 12:34:29,2025-07-09 15:41:33,HMSHost International,-16.68,0.00,GBP,COMPLETED,1167.34
Transfer,Current,2025-07-09 12:34:46,2025-07-09 12:34:48,To Hezron McNeish,-950.00,0.00,GBP,COMPLETED,1197.50
Card Payment,Current,2025-07-10 00:59:59,2025-07-10 15:38:40,Transport for London,-3.10,0.00,GBP,COMPLETED,1164.24
Card Payment,Current,2025-07-10 11:07:16,2025-07-11 04:48:12,The Eliot Arms,-134.00,0.00,GBP,COMPLETED,985.25
Card Payment,Current,2025-07-10 11:33:03,2025-07-11 04:43:09,Paul S Taxi,-33.10,0.00,GBP,COMPLETED,1131.14
Card Payment,Current,2025-07-10 13:53:31,2025-07-11 08:28:34,Marks & Spencer,-10.40,0.00,GBP,COMPLETED,974.85
Card Payment,Current,2025-07-10 16:56:03,2025-07-11 04:47:46,Deliveroo,-11.89,0.00,GBP,COMPLETED,1119.25
Card Payment,Current,2025-07-11 00:59:59,2025-07-11 16:06:30,Transport for London,-4.90,0.00,GBP,COMPLETED,1355.97
Card Payment,Current,2025-07-11 08:44:05,2025-07-11 16:00:46,Blu,-13.98,0.00,GBP,COMPLETED,1360.87
Card Payment,Current,2025-07-11 12:06:58,2025-07-12 01:55:17,Deliveroo,-14.42,0.00,GBP,COMPLETED,1341.55
Topup,Current,2025-07-11 15:57:26,2025-07-11 15:57:26,Payment from M KUNHIKANDY,400.00,0.00,GBP,COMPLETED,1374.85
Card Payment,Current,2025-07-11 21:22:03,2025-07-12 07:53:11,The Raj,-5.83,0.00,GBP,COMPLETED,1335.72
Card Payment,Current,2025-07-12 08:09:59,2025-07-13 12:38:12,Marks & Spencer,-7.25,0.00,GBP,COMPLETED,1313.60
Card Payment,Current,2025-07-12 16:28:25,2025-07-13 06:02:39,Deliveroo,-11.52,0.00,GBP,COMPLETED,1320.85
Card Payment,Current,2025-07-12 21:46:28,2025-07-13 06:01:42,The Raj,-3.35,0.00,GBP,COMPLETED,1332.37
Card Payment,Current,2025-07-13 08:15:36,2025-07-14 10:48:47,Marks & Spencer,-5.75,0.00,GBP,COMPLETED,1291.07
Card Payment,Current,2025-07-13 11:49:39,2025-07-14 03:18:11,Deliveroo,-11.49,0.00,GBP,COMPLETED,1302.11
Card Payment,Current,2025-07-13 21:45:36,2025-07-14 04:58:31,The Raj,-5.29,0.00,GBP,COMPLETED,1296.82
Card Payment,Current,2025-07-14 20:50:14,2025-07-15 04:58:17,Pizzanbbq.co.uk,-14.98,0.00,GBP,COMPLETED,1260.10
Charge,Current,2025-07-15 02:33:35,2025-07-15 02:33:35,Metal plan fee,0.00,14.99,GBP,COMPLETED,1276.08
Card Payment,Current,2025-07-15 13:01:20,2025-07-16 02:34:12,Deliveroo,-13.39,0.00,GBP,COMPLETED,1246.71
Card Payment,Current,2025-07-15 21:56:25,2025-07-16 11:34:32,Deliveroo,-14.77,0.00,GBP,COMPLETED,1231.94
Card Payment,Current,2025-07-16 18:19:07,2025-07-17 12:49:15,Whipps Cross University Hospital,-6.74,0.00,GBP,COMPLETED,1225.20
Card Payment,Current,2025-07-16 18:51:19,2025-07-17 12:49:19,Elior,-1.99,0.00,GBP,COMPLETED,1223.21
Card Payment,Current,2025-07-16 23:49:54,2025-07-17 13:34:44,Deliveroo,-14.42,0.00,GBP,COMPLETED,1208.79
Card Payment,Current,2025-07-17 11:30:31,2025-07-18 11:11:24,Whipps Cross University Hospital,-6.74,0.00,GBP,COMPLETED,1199.76
Card Payment,Current,2025-07-17 11:53:45,2025-07-18 11:11:24,Elior,-2.29,0.00,GBP,COMPLETED,1206.50
Card Payment,Current,2025-07-17 18:40:42,2025-07-18 11:12:24,Marks & Spencer,-5.75,0.00,GBP,COMPLETED,1194.01
Card Payment,Current,2025-07-17 23:03:37,2025-07-18 15:34:05,Deliveroo,-13.48,0.00,GBP,COMPLETED,1180.53
Card Payment,Current,2025-07-18 11:35:41,2025-07-19 09:15:00,Whipps Cross University Hospital,-6.74,0.00,GBP,COMPLETED,1167.83
Card Payment,Current,2025-07-18 11:52:18,2025-07-19 09:15:00,Elior,-1.99,0.00,GBP,COMPLETED,1174.57
Card Payment,Current,2025-07-18 18:16:50,2025-07-19 09:14:59,Whipps Cross University Hospital,-3.90,0.00,GBP,COMPLETED,1176.63
Card Payment,Current,2025-07-18 18:21:38,2025-07-19 09:15:00,Whipps Cross University Hospital,-0.07,0.00,GBP,COMPLETED,1176.56
Card Payment,Current,2025-07-19 00:35:28,2025-07-19 13:29:13,Deliveroo,-12.98,0.00,GBP,COMPLETED,1154.85
